From;To;Distance (km)
ZLOTOW;BYDGOSZCZ_2;103,12
ZLOTOW;BYDGOSZCZ_3;95,05
ZLOTOW;GLOGOW_1;259,11
ZLOTOW;GLOGOW_2;261,88
ZLOTOW;INOWROCLAW;134,02
ZLOTOW;JAROCIN;203,19
ZLOTOW;KALISZ_1;234,53
ZLOTOW;KIELCE;456,22
ZLOTOW;KONIN;180,39
ZLOTOW;KOSZALIN;123,97
ZLOTOW;LEGNICA;307,9
ZLOTOW;LESZNO_1;212,76
ZLOTOW;LESZNO_2;215,12
ZLOTOW;LUBIN;289,83
ZLOTOW;LUBON;136,74
ZLOTOW;LODZ_1;310,93
ZLOTOW;LODZ_2;320,14
ZLOTOW;OBORNIKI_WLKP;101,53
ZLOTOW;PABIANICE;330,9
ZLOTOW;PILA_1;34,67
ZLOTOW;PILA_2;33,15
ZLOTOW;PIOTRKOW_TRYB;353,97
ZLOTOW;POZNAN_Z;132,72
ZLOTOW;POZNAN_B;131,3
ZLOTOW;POZNAN_D;124,13
ZLOTOW;POZNAN_GL;131,32
ZLOTOW;POZNAN_GR;128,26
ZLOTOW;POZNAN_H;132,67
ZLOTOW;POZNAN_MAL;129,78
ZLOTOW;POZNAN_MAR;130,03
ZLOTOW;POZNAN_PLA;126,51
ZLOTOW;POZNAN_PLE;136,32
ZLOTOW;POZNAN_PRO;132,83
ZLOTOW;POZNAN_R;131,84
ZLOTOW;POZNAN_T;129,36
ZLOTOW;RADOM;456,55
ZLOTOW;RZESZOW_1;644,25
ZLOTOW;RZESZOW_2;652,15
ZLOTOW;SIERADZ;274,05
ZLOTOW;SUCHY_LAS;120,92
ZLOTOW;SWARZEDZ;133,95
ZLOTOW;SRODA_WLKP;163,1
ZLOTOW;TORUN_1;134,17
ZLOTOW;TORUN_2;138,36
ZLOTOW;TORUN_3;144,38
ZLOTOW;TRZCIANKA;58,02
ZLOTOW;WARSZAWA_BL;374,18
ZLOTOW;WARSZAWA_J;374,66
ZLOTOW;WARSZAWA_TARCH;350,91
ZLOTOW;WROCLAW_1;297,96
ZLOTOW;WROCLAW_2;298,83
ZLOTOW;WROCLAW_3;296,3
ZLOTOW;WROCLAW_4;298,92
ZLOTOW;WROCLAW_5;296,87
ZLOTOW;CHRZANOW;510,83
ZLOTOW;KATOWICE;485,35
ZLOTOW;BIELSKO_BIALA;550,2
ZLOTOW;GDANSK_1;194,07
ZLOTOW;GDANSK_2;184,11
ZLOTOW;GDANSK_3;190,81
ZLOTOW;STARGARD_SZCZECINSKI;155,52
ZLOTOW;SZCZECIN_1;196,25
ZLOTOW;SZCZECIN_2;192,64
ZLOTOW;SZCZECIN_3;180,74
ZLOTOW;TCZEW;159,85
ZLOTOW;GRUDZIADZ_1;143,86
ZLOTOW;GRUDZIADZ_2;144,86
ZLOTOW;WARSZAWA_STAWKI;376,84
ZLOTOW;JOZEFOSLAW;383,31
ZLOTOW;GDANSK_4;184,82
ZLOTOW;GDANSK_5;194,18
ZLOTOW;OLSZTYN;282,15
ZLOTOW;ZIELONA_GORA_1;242,69
ZLOTOW;ZIELONA_GORA_2;243,36
ZLOTOW;SLUBICE;235,64
ZLOTOW;DREZDENKO;114,69
ZLOTOW;STRZELCE_KRAJENSKIE;129,16
ZLOTOW;GORZOW_1;151,86
ZLOTOW;GORZOW_2;155,87
ZLOTOW;PNIEWY;129,13
ZLOTOW;PLOCK_1;253,92
ZLOTOW;PLOCK_2;253,28
ZLOTOW;PLOCK_3;253,28
ZLOTOW;BRWINOW;358,43
ZLOTOW;WARSZAWA_TARG;358,75
ZLOTOW;WARSZAWA_UR;382,57
ZLOTOW;TARNOWO_PODGORNE;131,47
ZLOTOW;GNIEZNO;116,9
ZLOTOW;GRUDZIADZ_3;143,7
CHRZANOW;DC;384,06
CHRZANOW;BIALYSTOK_1;521,88
CHRZANOW;BIALYSTOK_2;518,76
CHRZANOW;BYDGOSZCZ_1;430,55
CHRZANOW;BYDGOSZCZ_2;425,1
CHRZANOW;BYDGOSZCZ_3;429,8
CHRZANOW;GLOGOW_1;347,52
CHRZANOW;GLOGOW_2;345,78
CHRZANOW;INOWROCLAW;397,61
CHRZANOW;JAROCIN;293,12
CHRZANOW;KALISZ_1;241,96
CHRZANOW;KIELCE;158,13
CHRZANOW;KONIN;336,3
CHRZANOW;KOSZALIN;631,2
CHRZANOW;LEGNICA;285,86
CHRZANOW;LESZNO_1;330,8
CHRZANOW;LESZNO_2;328,28
CHRZANOW;LUBIN;309,4
CHRZANOW;LUBON;398,63
CHRZANOW;LODZ_1;221,76
CHRZANOW;LODZ_2;212,09
CHRZANOW;OBORNIKI_WLKP;430,63
CHRZANOW;PABIANICE;213,08
CHRZANOW;PILA_1;516,36
CHRZANOW;PILA_2;516,95
CHRZANOW;PIOTRKOW_TRYB;176,43
CHRZANOW;POZNAN_Z;394,78
CHRZANOW;POZNAN_B;398,23
CHRZANOW;POZNAN_D;406,17
CHRZANOW;POZNAN_GL;400,29
CHRZANOW;POZNAN_GR;401,98
CHRZANOW;POZNAN_H;401,97
CHRZANOW;POZNAN_MAL;396,92
CHRZANOW;POZNAN_MAR;404,13
CHRZANOW;POZNAN_PLA;402,9
CHRZANOW;POZNAN_PLE;405,65
CHRZANOW;POZNAN_PRO;403,61
CHRZANOW;POZNAN_R;397,72
CHRZANOW;POZNAN_T;404,29
CHRZANOW;RADOM;235,48
CHRZANOW;RZESZOW_1;211,62
CHRZANOW;RZESZOW_2;213,61
CHRZANOW;SIERADZ;212,72
CHRZANOW;SUCHY_LAS;407,94
CHRZANOW;SWARZEDZ;397,86
CHRZANOW;SRODA_WLKP;321,38
CHRZANOW;TORUN_1;391,33
CHRZANOW;TORUN_2;391,99
CHRZANOW;TORUN_3;394,46
CHRZANOW;TRZCIANKA;501,68
CHRZANOW;WARSZAWA_BL;309,37
CHRZANOW;WARSZAWA_J;298,09
CHRZANOW;WARSZAWA_TARCH;325,86
CHRZANOW;WROCLAW_1;227,26
CHRZANOW;WROCLAW_2;223
CHRZANOW;WROCLAW_3;232,15
CHRZANOW;WROCLAW_4;224,31
CHRZANOW;WROCLAW_5;224,22
CHRZANOW;ZLOTOW;516,16
CHRZANOW;KATOWICE;35,96
CHRZANOW;BIELSKO_BIALA;58,23
CHRZANOW;GDANSK_1;551,84
CHRZANOW;GDANSK_2;541,87
CHRZANOW;GDANSK_3;548,58
CHRZANOW;STARGARD_SZCZECINSKI;598,46
CHRZANOW;SZCZECIN_1;607,63
CHRZANOW;SZCZECIN_2;603,53
CHRZANOW;SZCZECIN_3;598,6
CHRZANOW;TCZEW;521,69
CHRZANOW;GRUDZIADZ_1;442,87
CHRZANOW;GRUDZIADZ_2;440,88
CHRZANOW;WARSZAWA_STAWKI;316,16
CHRZANOW;JOZEFOSLAW;308,84
CHRZANOW;GDANSK_4;542,59
CHRZANOW;GDANSK_5;551,94
CHRZANOW;OLSZTYN;502,35
CHRZANOW;ZIELONA_GORA_1;396,63
CHRZANOW;ZIELONA_GORA_2;396,49
CHRZANOW;SLUBICE;497,85
CHRZANOW;DREZDENKO;486,54
CHRZANOW;STRZELCE_KRAJENSKIE;508,33
CHRZANOW;GORZOW_1;501,26
CHRZANOW;GORZOW_2;498,57
CHRZANOW;PNIEWY;437,99
CHRZANOW;PLOCK_1;329,19
CHRZANOW;PLOCK_2;328,55
CHRZANOW;PLOCK_3;328,55
CHRZANOW;BRWINOW;290,4
CHRZANOW;WARSZAWA_TARG;326,1
CHRZANOW;WARSZAWA_UR;314,95
CHRZANOW;TARNOWO_PODGORNE;421,46
CHRZANOW;GNIEZNO;394,09
CHRZANOW;GRUDZIADZ_3;441,8
KATOWICE;DC;351,95
KATOWICE;BIALYSTOK_1;493,05
KATOWICE;BIALYSTOK_2;489,93
KATOWICE;BYDGOSZCZ_1;412,2
KATOWICE;BYDGOSZCZ_2;406,74
KATOWICE;BYDGOSZCZ_3;411,45
KATOWICE;GLOGOW_1;315,41
KATOWICE;GLOGOW_2;313,67
KATOWICE;INOWROCLAW;380,83
KATOWICE;JAROCIN;261,27
KATOWICE;KALISZ_1;210,11
KATOWICE;KIELCE;161,99
KATOWICE;KONIN;317,95
KATOWICE;KOSZALIN;624,07
KATOWICE;LEGNICA;253,75
KATOWICE;LESZNO_1;298,7
KATOWICE;LESZNO_2;296,17
KATOWICE;LUBIN;277,29
KATOWICE;LUBON;366,52
KATOWICE;LODZ_1;203,4
KATOWICE;LODZ_2;193,73
KATOWICE;OBORNIKI_WLKP;414,23
KATOWICE;PABIANICE;194,72
KATOWICE;PILA_1;484,26
KATOWICE;PILA_2;484,84
KATOWICE;PIOTRKOW_TRYB;158,07
KATOWICE;POZNAN_Z;362,67
KATOWICE;POZNAN_B;366,12
KATOWICE;POZNAN_D;374,06
KATOWICE;POZNAN_GL;368,19
KATOWICE;POZNAN_GR;369,87
KATOWICE;POZNAN_H;369,86
KATOWICE;POZNAN_MAL;364,81
KATOWICE;POZNAN_MAR;372,02
KATOWICE;POZNAN_PLA;370,79
KATOWICE;POZNAN_PLE;367,91
KATOWICE;POZNAN_PRO;371,5
KATOWICE;POZNAN_R;365,61
KATOWICE;POZNAN_T;372,19
KATOWICE;RADOM;239,33
KATOWICE;RZESZOW_1;245,83
KATOWICE;RZESZOW_2;247,83
KATOWICE;SIERADZ;194,36
KATOWICE;SUCHY_LAS;375,83
KATOWICE;SWARZEDZ;365,76
KATOWICE;SRODA_WLKP;289,53
KATOWICE;TORUN_1;372,98
KATOWICE;TORUN_2;373,63
KATOWICE;TORUN_3;376,11
KATOWICE;TRZCIANKA;469,57
KATOWICE;WARSZAWA_BL;291,01
KATOWICE;WARSZAWA_J;279,74
KATOWICE;WARSZAWA_TARCH;307,51
KATOWICE;WROCLAW_1;195,15
KATOWICE;WROCLAW_2;190,89
KATOWICE;WROCLAW_3;200,04
KATOWICE;WROCLAW_4;192,2
KATOWICE;WROCLAW_5;192,11
KATOWICE;ZLOTOW;484,81
KATOWICE;CHRZANOW;36,49
KATOWICE;BIELSKO_BIALA;57,58
KATOWICE;GDANSK_1;533,48
KATOWICE;GDANSK_2;523,52
KATOWICE;GDANSK_3;530,22
KATOWICE;STARGARD_SZCZECINSKI;566,35
KATOWICE;SZCZECIN_1;575,52
KATOWICE;SZCZECIN_2;571,42
KATOWICE;SZCZECIN_3;566,49
KATOWICE;TCZEW;503,34
KATOWICE;GRUDZIADZ_1;424,52
KATOWICE;GRUDZIADZ_2;422,53
KATOWICE;WARSZAWA_STAWKI;297,81
KATOWICE;JOZEFOSLAW;290,49
KATOWICE;GDANSK_4;524,23
KATOWICE;GDANSK_5;533,59
KATOWICE;OLSZTYN;484
KATOWICE;ZIELONA_GORA_1;364,52
KATOWICE;ZIELONA_GORA_2;364,38
KATOWICE;SLUBICE;465,74
KATOWICE;DREZDENKO;454,43
KATOWICE;STRZELCE_KRAJENSKIE;494
KATOWICE;GORZOW_1;469,15
KATOWICE;GORZOW_2;466,46
KATOWICE;PNIEWY;405,88
KATOWICE;PLOCK_1;310,83
KATOWICE;PLOCK_2;310,2
KATOWICE;PLOCK_3;310,2
KATOWICE;BRWINOW;272,05
KATOWICE;WARSZAWA_TARG;307,75
KATOWICE;WARSZAWA_UR;296,6
KATOWICE;TARNOWO_PODGORNE;389,35
KATOWICE;GNIEZNO;383,37
KATOWICE;GRUDZIADZ_3;423,44
BIELSKO_BIALA;DC;406,64
BIELSKO_BIALA;BIALYSTOK_1;542,82
BIELSKO_BIALA;BIALYSTOK_2;539,7
BIELSKO_BIALA;BYDGOSZCZ_1;461,97
BIELSKO_BIALA;BYDGOSZCZ_2;456,51
BIELSKO_BIALA;BYDGOSZCZ_3;461,22
BIELSKO_BIALA;GLOGOW_1;370,1
BIELSKO_BIALA;GLOGOW_2;368,37
BIELSKO_BIALA;INOWROCLAW;430,6
BIELSKO_BIALA;JAROCIN;315,54
BIELSKO_BIALA;KALISZ_1;264,38
BIELSKO_BIALA;KIELCE;211,76
BIELSKO_BIALA;KONIN;335,65
BIELSKO_BIALA;KOSZALIN;678,77
BIELSKO_BIALA;LEGNICA;308,44
BIELSKO_BIALA;LESZNO_1;353,39
BIELSKO_BIALA;LESZNO_2;350,86
BIELSKO_BIALA;LUBIN;331,98
BIELSKO_BIALA;LUBON;421,21
BIELSKO_BIALA;LODZ_1;253,17
BIELSKO_BIALA;LODZ_2;243,5
BIELSKO_BIALA;OBORNIKI_WLKP;468,92
BIELSKO_BIALA;PABIANICE;244,49
BIELSKO_BIALA;PILA_1;538,95
BIELSKO_BIALA;PILA_2;539,53
BIELSKO_BIALA;PIOTRKOW_TRYB;207,84
BIELSKO_BIALA;POZNAN_Z;417,36
BIELSKO_BIALA;POZNAN_B;420,81
BIELSKO_BIALA;POZNAN_D;428,75
BIELSKO_BIALA;POZNAN_GL;422,88
BIELSKO_BIALA;POZNAN_GR;424,56
BIELSKO_BIALA;POZNAN_H;424,56
BIELSKO_BIALA;POZNAN_MAL;419,5
BIELSKO_BIALA;POZNAN_MAR;426,71
BIELSKO_BIALA;POZNAN_PLA;425,48
BIELSKO_BIALA;POZNAN_PLE;422,6
BIELSKO_BIALA;POZNAN_PRO;426,49
BIELSKO_BIALA;POZNAN_R;420,31
BIELSKO_BIALA;POZNAN_T;426,88
BIELSKO_BIALA;RADOM;289,1
BIELSKO_BIALA;RZESZOW_1;243,79
BIELSKO_BIALA;RZESZOW_2;245,79
BIELSKO_BIALA;SIERADZ;244,13
BIELSKO_BIALA;SUCHY_LAS;430,52
BIELSKO_BIALA;SWARZEDZ;420,45
BIELSKO_BIALA;SRODA_WLKP;400,66
BIELSKO_BIALA;TORUN_1;422,75
BIELSKO_BIALA;TORUN_2;423,4
BIELSKO_BIALA;TORUN_3;425,88
BIELSKO_BIALA;TRZCIANKA;524,26
BIELSKO_BIALA;WARSZAWA_BL;340,79
BIELSKO_BIALA;WARSZAWA_J;329,51
BIELSKO_BIALA;WARSZAWA_TARCH;357,28
BIELSKO_BIALA;WROCLAW_1;249,84
BIELSKO_BIALA;WROCLAW_2;245,59
BIELSKO_BIALA;WROCLAW_3;254,73
BIELSKO_BIALA;WROCLAW_4;246,89
BIELSKO_BIALA;WROCLAW_5;246,8
BIELSKO_BIALA;ZLOTOW;548,26
BIELSKO_BIALA;CHRZANOW;58,39
BIELSKO_BIALA;KATOWICE;55,21
BIELSKO_BIALA;GDANSK_1;583,25
BIELSKO_BIALA;GDANSK_2;573,29
BIELSKO_BIALA;GDANSK_3;579,99
BIELSKO_BIALA;STARGARD_SZCZECINSKI;621,04
BIELSKO_BIALA;SZCZECIN_1;630,21
BIELSKO_BIALA;SZCZECIN_2;626,11
BIELSKO_BIALA;SZCZECIN_3;621,19
BIELSKO_BIALA;TCZEW;553,11
BIELSKO_BIALA;GRUDZIADZ_1;474,29
BIELSKO_BIALA;GRUDZIADZ_2;472,3
BIELSKO_BIALA;WARSZAWA_STAWKI;347,58
BIELSKO_BIALA;JOZEFOSLAW;340,26
BIELSKO_BIALA;GDANSK_4;574,01
BIELSKO_BIALA;GDANSK_5;583,36
BIELSKO_BIALA;OLSZTYN;533,77
BIELSKO_BIALA;ZIELONA_GORA_1;419,21
BIELSKO_BIALA;ZIELONA_GORA_2;419,07
BIELSKO_BIALA;SLUBICE;520,43
BIELSKO_BIALA;DREZDENKO;509,13
BIELSKO_BIALA;STRZELCE_KRAJENSKIE;548,69
BIELSKO_BIALA;GORZOW_1;523,84
BIELSKO_BIALA;GORZOW_2;521,15
BIELSKO_BIALA;PNIEWY;460,57
BIELSKO_BIALA;PLOCK_1;360,6
BIELSKO_BIALA;PLOCK_2;359,97
BIELSKO_BIALA;PLOCK_3;359,97
BIELSKO_BIALA;BRWINOW;321,82
BIELSKO_BIALA;WARSZAWA_TARG;357,52
BIELSKO_BIALA;WARSZAWA_UR;346,37
BIELSKO_BIALA;TARNOWO_PODGORNE;444,04
BIELSKO_BIALA;GNIEZNO;439,84
BIELSKO_BIALA;GRUDZIADZ_3;473,21
GDANSK_1;DC;312,61
GDANSK_1;BIALYSTOK_1;405,23
GDANSK_1;BIALYSTOK_2;402,11
GDANSK_1;BYDGOSZCZ_1;176,37
GDANSK_1;BYDGOSZCZ_2;169,89
GDANSK_1;BYDGOSZCZ_3;174,97
GDANSK_1;GLOGOW_1;432,08
GDANSK_1;GLOGOW_2;434,85
GDANSK_1;INOWROCLAW;219,94
GDANSK_1;JAROCIN;337,1
GDANSK_1;KALISZ_1;346,44
GDANSK_1;KIELCE;484,58
GDANSK_1;KONIN;292,17
GDANSK_1;KOSZALIN;193,26
GDANSK_1;LEGNICA;465,82
GDANSK_1;LESZNO_1;385,73
GDANSK_1;LESZNO_2;388,09
GDANSK_1;LUBIN;448,11
GDANSK_1;LUBON;315,39
GDANSK_1;LODZ_1;339,29
GDANSK_1;LODZ_2;348,51
GDANSK_1;OBORNIKI_WLKP;283,62
GDANSK_1;PABIANICE;359,27
GDANSK_1;PILA_1;232,83
GDANSK_1;PILA_2;233,17
GDANSK_1;PIOTRKOW_TRYB;382,33
GDANSK_1;POZNAN_Z;311,98
GDANSK_1;POZNAN_B;315,43
GDANSK_1;POZNAN_D;306,22
GDANSK_1;POZNAN_GL;320,47
GDANSK_1;POZNAN_GR;308,99
GDANSK_1;POZNAN_H;318,73
GDANSK_1;POZNAN_MAL;314,12
GDANSK_1;POZNAN_MAR;320,89
GDANSK_1;POZNAN_PLA;310,19
GDANSK_1;POZNAN_PLE;322,4
GDANSK_1;POZNAN_PRO;320,36
GDANSK_1;POZNAN_R;314,92
GDANSK_1;POZNAN_T;325,33
GDANSK_1;RADOM;484,92
GDANSK_1;RZESZOW_1;672,61
GDANSK_1;RZESZOW_2;680,51
GDANSK_1;SIERADZ;363,29
GDANSK_1;SUCHY_LAS;303,01
GDANSK_1;SWARZEDZ;297,25
GDANSK_1;SRODA_WLKP;304,33
GDANSK_1;TORUN_1;181,65
GDANSK_1;TORUN_2;179,06
GDANSK_1;TORUN_3;172,2
GDANSK_1;TRZCIANKA;260,78
GDANSK_1;WARSZAWA_BL;368,98
GDANSK_1;WARSZAWA_J;380,94
GDANSK_1;WARSZAWA_TARCH;359,02
GDANSK_1;WROCLAW_1;473,03
GDANSK_1;WROCLAW_2;473,9
GDANSK_1;WROCLAW_3;460,95
GDANSK_1;WROCLAW_4;473,99
GDANSK_1;WROCLAW_5;471,94
GDANSK_1;ZLOTOW;198,45
GDANSK_1;CHRZANOW;556,8
GDANSK_1;KATOWICE;537,26
GDANSK_1;BIELSKO_BIALA;586
GDANSK_1;GDANSK_2;14,13
GDANSK_1;GDANSK_3;5,17
GDANSK_1;STARGARD_SZCZECINSKI;324,87
GDANSK_1;SZCZECIN_1;357,81
GDANSK_1;SZCZECIN_2;354,2
GDANSK_1;SZCZECIN_3;342,31
GDANSK_1;TCZEW;41,11
GDANSK_1;GRUDZIADZ_1;117,54
GDANSK_1;GRUDZIADZ_2;118,55
GDANSK_1;WARSZAWA_STAWKI;362,93
GDANSK_1;JOZEFOSLAW;383,96
GDANSK_1;GDANSK_4;12,02
GDANSK_1;GDANSK_5;2,62
GDANSK_1;OLSZTYN;178,24
GDANSK_1;ZIELONA_GORA_1;461,07
GDANSK_1;ZIELONA_GORA_2;461,74
GDANSK_1;SLUBICE;418,85
GDANSK_1;DREZDENKO;311,58
GDANSK_1;STRZELCE_KRAJENSKIE;312,37
GDANSK_1;GORZOW_1;335,07
GDANSK_1;GORZOW_2;339,08
GDANSK_1;PNIEWY;325,42
GDANSK_1;PLOCK_1;282,28
GDANSK_1;PLOCK_2;281,65
GDANSK_1;PLOCK_3;281,65
GDANSK_1;BRWINOW;378,27
GDANSK_1;WARSZAWA_TARG;366,86
GDANSK_1;WARSZAWA_UR;373,56
GDANSK_1;TARNOWO_PODGORNE;313,57
GDANSK_1;GNIEZNO;254,69
GDANSK_1;GRUDZIADZ_3;117,39
GDANSK_2;DC;299,37
GDANSK_2;BIALYSTOK_1;402,77
GDANSK_2;BIALYSTOK_2;399,65
GDANSK_2;BYDGOSZCZ_1;163,13
GDANSK_2;BYDGOSZCZ_2;156,65
GDANSK_2;BYDGOSZCZ_3;161,73
GDANSK_2;GLOGOW_1;418,84
GDANSK_2;GLOGOW_2;421,61
GDANSK_2;INOWROCLAW;206,7
GDANSK_2;JAROCIN;323,86
GDANSK_2;KALISZ_1;333,2
GDANSK_2;KIELCE;471,34
GDANSK_2;KONIN;278,92
GDANSK_2;KOSZALIN;182,66
GDANSK_2;LEGNICA;452,58
GDANSK_2;LESZNO_1;372,49
GDANSK_2;LESZNO_2;374,85
GDANSK_2;LUBIN;434,87
GDANSK_2;LUBON;302,15
GDANSK_2;LODZ_1;326,05
GDANSK_2;LODZ_2;335,27
GDANSK_2;OBORNIKI_WLKP;270,38
GDANSK_2;PABIANICE;346,02
GDANSK_2;PILA_1;219,59
GDANSK_2;PILA_2;219,93
GDANSK_2;PIOTRKOW_TRYB;369,09
GDANSK_2;POZNAN_Z;298,74
GDANSK_2;POZNAN_B;302,19
GDANSK_2;POZNAN_D;292,98
GDANSK_2;POZNAN_GL;307,23
GDANSK_2;POZNAN_GR;295,75
GDANSK_2;POZNAN_H;305,49
GDANSK_2;POZNAN_MAL;300,88
GDANSK_2;POZNAN_MAR;307,65
GDANSK_2;POZNAN_PLA;296,95
GDANSK_2;POZNAN_PLE;309,16
GDANSK_2;POZNAN_PRO;307,12
GDANSK_2;POZNAN_R;301,68
GDANSK_2;POZNAN_T;312,08
GDANSK_2;RADOM;471,67
GDANSK_2;RZESZOW_1;659,37
GDANSK_2;RZESZOW_2;667,27
GDANSK_2;SIERADZ;350,05
GDANSK_2;SUCHY_LAS;289,77
GDANSK_2;SWARZEDZ;284,01
GDANSK_2;SRODA_WLKP;291,09
GDANSK_2;TORUN_1;168,41
GDANSK_2;TORUN_2;165,82
GDANSK_2;TORUN_3;158,96
GDANSK_2;TRZCIANKA;247,54
GDANSK_2;WARSZAWA_BL;355,74
GDANSK_2;WARSZAWA_J;367,7
GDANSK_2;WARSZAWA_TARCH;345,77
GDANSK_2;WROCLAW_1;459,79
GDANSK_2;WROCLAW_2;460,66
GDANSK_2;WROCLAW_3;447,71
GDANSK_2;WROCLAW_4;460,75
GDANSK_2;WROCLAW_5;458,7
GDANSK_2;ZLOTOW;185,21
GDANSK_2;CHRZANOW;543,56
GDANSK_2;KATOWICE;524,02
GDANSK_2;BIELSKO_BIALA;572,76
GDANSK_2;GDANSK_1;12,55
GDANSK_2;GDANSK_3;8,77
GDANSK_2;STARGARD_SZCZECINSKI;325,48
GDANSK_2;SZCZECIN_1;347,21
GDANSK_2;SZCZECIN_2;343,6
GDANSK_2;SZCZECIN_3;331,7
GDANSK_2;TCZEW;36,38
GDANSK_2;GRUDZIADZ_1;104,3
GDANSK_2;GRUDZIADZ_2;105,3
GDANSK_2;WARSZAWA_STAWKI;349,69
GDANSK_2;JOZEFOSLAW;370,72
GDANSK_2;GDANSK_4;4,94
GDANSK_2;GDANSK_5;13,36
GDANSK_2;OLSZTYN;175,79
GDANSK_2;ZIELONA_GORA_1;447,83
GDANSK_2;ZIELONA_GORA_2;448,5
GDANSK_2;SLUBICE;405,6
GDANSK_2;DREZDENKO;298,34
GDANSK_2;STRZELCE_KRAJENSKIE;299,13
GDANSK_2;GORZOW_1;321,83
GDANSK_2;GORZOW_2;325,84
GDANSK_2;PNIEWY;312,18
GDANSK_2;PLOCK_1;269,04
GDANSK_2;PLOCK_2;268,41
GDANSK_2;PLOCK_3;268,41
GDANSK_2;BRWINOW;365,03
GDANSK_2;WARSZAWA_TARG;353,62
GDANSK_2;WARSZAWA_UR;360,32
GDANSK_2;TARNOWO_PODGORNE;300,33
GDANSK_2;GNIEZNO;241,45
GDANSK_2;GRUDZIADZ_3;104,15
GDANSK_3;DC;307,67
GDANSK_3;BIALYSTOK_1;400,28
GDANSK_3;BIALYSTOK_2;397,16
GDANSK_3;BYDGOSZCZ_1;171,42
GDANSK_3;BYDGOSZCZ_2;164,95
GDANSK_3;BYDGOSZCZ_3;170,02
GDANSK_3;GLOGOW_1;427,13
GDANSK_3;GLOGOW_2;429,91
GDANSK_3;INOWROCLAW;215
GDANSK_3;JAROCIN;332,15
GDANSK_3;KALISZ_1;341,49
GDANSK_3;KIELCE;479,64
GDANSK_3;KONIN;287,22
GDANSK_3;KOSZALIN;186,56
GDANSK_3;LEGNICA;460,88
GDANSK_3;LESZNO_1;380,78
GDANSK_3;LESZNO_2;383,15
GDANSK_3;LUBIN;443,16
GDANSK_3;LUBON;310,44
GDANSK_3;LODZ_1;334,35
GDANSK_3;LODZ_2;343,56
GDANSK_3;OBORNIKI_WLKP;278,68
GDANSK_3;PABIANICE;354,32
GDANSK_3;PILA_1;227,89
GDANSK_3;PILA_2;228,22
GDANSK_3;PIOTRKOW_TRYB;377,39
GDANSK_3;POZNAN_Z;307,04
GDANSK_3;POZNAN_B;310,48
GDANSK_3;POZNAN_D;301,28
GDANSK_3;POZNAN_GL;315,52
GDANSK_3;POZNAN_GR;304,04
GDANSK_3;POZNAN_H;313,78
GDANSK_3;POZNAN_MAL;309,17
GDANSK_3;POZNAN_MAR;315,94
GDANSK_3;POZNAN_PLA;305,25
GDANSK_3;POZNAN_PLE;317,46
GDANSK_3;POZNAN_PRO;315,42
GDANSK_3;POZNAN_R;309,98
GDANSK_3;POZNAN_T;320,38
GDANSK_3;RADOM;479,97
GDANSK_3;RZESZOW_1;667,66
GDANSK_3;RZESZOW_2;675,57
GDANSK_3;SIERADZ;358,34
GDANSK_3;SUCHY_LAS;298,07
GDANSK_3;SWARZEDZ;292,3
GDANSK_3;SRODA_WLKP;299,39
GDANSK_3;TORUN_1;176,7
GDANSK_3;TORUN_2;174,12
GDANSK_3;TORUN_3;167,25
GDANSK_3;TRZCIANKA;255,83
GDANSK_3;WARSZAWA_BL;364,03
GDANSK_3;WARSZAWA_J;375,99
GDANSK_3;WARSZAWA_TARCH;354,07
GDANSK_3;WROCLAW_1;468,08
GDANSK_3;WROCLAW_2;468,95
GDANSK_3;WROCLAW_3;456,01
GDANSK_3;WROCLAW_4;469,05
GDANSK_3;WROCLAW_5;466,99
GDANSK_3;ZLOTOW;193,5
GDANSK_3;CHRZANOW;551,85
GDANSK_3;KATOWICE;532,31
GDANSK_3;BIELSKO_BIALA;581,06
GDANSK_3;GDANSK_1;3,78
GDANSK_3;GDANSK_2;9,24
GDANSK_3;STARGARD_SZCZECINSKI;333,78
GDANSK_3;SZCZECIN_1;351,11
GDANSK_3;SZCZECIN_2;347,5
GDANSK_3;SZCZECIN_3;335,6
GDANSK_3;TCZEW;36,17
GDANSK_3;GRUDZIADZ_1;112,6
GDANSK_3;GRUDZIADZ_2;113,6
GDANSK_3;WARSZAWA_STAWKI;357,99
GDANSK_3;JOZEFOSLAW;379,02
GDANSK_3;GDANSK_4;7,07
GDANSK_3;GDANSK_5;4,59
GDANSK_3;OLSZTYN;173,29
GDANSK_3;ZIELONA_GORA_1;456,12
GDANSK_3;ZIELONA_GORA_2;456,79
GDANSK_3;SLUBICE;413,9
GDANSK_3;DREZDENKO;306,64
GDANSK_3;STRZELCE_KRAJENSKIE;307,42
GDANSK_3;GORZOW_1;330,13
GDANSK_3;GORZOW_2;334,14
GDANSK_3;PNIEWY;320,48
GDANSK_3;PLOCK_1;277,34
GDANSK_3;PLOCK_2;276,7
GDANSK_3;PLOCK_3;276,7
GDANSK_3;BRWINOW;373,32
GDANSK_3;WARSZAWA_TARG;361,91
GDANSK_3;WARSZAWA_UR;368,61
GDANSK_3;TARNOWO_PODGORNE;308,62
GDANSK_3;GNIEZNO;249,75
GDANSK_3;GRUDZIADZ_3;112,44
STARGARD_SZCZECINSKI;DC;254,92
STARGARD_SZCZECINSKI;BIALYSTOK_1;639,89
